ID,Company,Date,Year,Month_Name,Quarter,Industry,Country,Company_Size,Employees_Laid_Off,Pct_Workforce_Laid_Off,Reason,Market_Condition,AI_Automation_Impact_Score,AI_Replacement_Risk_Score,AI_Adoption_Level_Score,Open_Roles,Hiring_Trend,Top_Hiring_Role,Remote_Jobs_Pct,Stock_Growth_Pct,Revenue_Growth_Pct,Salary_Budget_Change_Pct,Employee_Sentiment_Score,Job_Security_Score
3477,Google,2024-11-01,2024,November,4,Cloud,Singapore,Startup,3214,1.6,Market Slowdown,Stable,4.6,3.8,3.6,235,Hiring Freeze,Data Scientist,43.3,-7.2,55.8,18.0,9.7,8.5
3478,Google,2024-11-01,2024,November,4,Social Media,Germany,Mid-size,19510,37.8,Cost Cutting,Recession,4.0,10.0,5.3,1168,Downsizing,Cybersecurity Analyst,51.1,23.1,-6.1,-3.4,4.2,1.5
3479,Google,2024-11-01,2024,November,4,Social Media,Germany,Big Tech,2187,1.2,Market Slowdown,Bull Market,3.6,3.9,2.7,373,Hiring Freeze,Frontend Developer,25.1,35.2,21.2,4.5,6.6,8.5
3480,Google,2024-11-01,2024,November,4,Cloud,UK,Big Tech,17873,39.8,Overhiring Correction,Recession,1.7,10.0,1.9,1964,Downsizing,Data Scientist,55.5,32.0,-7.7,-9.4,2.3,2.3
3481,Google,2024-11-01,2024,November,4,FinTech,USA,Enterprise,16559,26.5,Restructuring,Recession,11.9,8.0,7.4,1599,Hiring Freeze,Cybersecurity Analyst,55.7,-34.9,20.3,13.3,3.6,3.7
3482,Google,2024-11-01,2024,November,4,Cybersecurity,Canada,Big Tech,4539,26.4,Restructuring,Recession,2.6,9.9,3.8,1008,Downsizing,Cybersecurity Analyst,34.5,53.7,3.1,0.2,4.0,4.1
3483,Google,2024-11-01,2024,November,4,Cloud,USA,Mid-size,5854,34.4,Overhiring Correction,Recession,7.0,10.0,6.9,1483,Hiring Freeze,Product Manager,35.1,87.8,-22.3,-23.2,3.2,1.0
3484,Google,2024-11-01,2024,November,4,Gaming,Canada,Startup,7685,18.3,AI Automation,Recession,2.2,6.7,2.4,1466,Hiring Freeze,Product Manager,28.6,79.8,15.1,4.8,6.2,5.5
3485,Google,2024-11-01,2024,November,4,AI,Canada,Startup,1995,5.4,Overhiring Correction,Bull Market,5.1,7.4,5.4,8867,Aggressive Hiring,ML Engineer,74.5,21.7,50.2,25.7,8.4,8.0
3486,Google,2024-11-01,2024,November,4,Gaming,Singapore,Startup,1670,4.1,Restructuring,Stable,9.5,7.0,8.3,3415,Moderate Hiring,Data Scientist,17.1,74.2,-7.0,-2.6,6.9,5.2
3487,Google,2024-11-01,2024,November,4,Gaming,Canada,Mid-size,5384,3.6,Overhiring Correction,Stable,8.4,6.7,6.2,4198,Moderate Hiring,Software Engineer,50.3,7.4,18.6,1.1,6.1,6.8
3488,Intel,2024-11-01,2024,November,4,Cybersecurity,UK,Startup,6001,4.4,Cost Cutting,Stable,3.8,9.4,5.7,4823,Moderate Hiring,Cloud Engineer,87.3,75.1,30.3,13.2,9.0,6.5
3489,Intel,2024-11-01,2024,November,4,FinTech,Singapore,Enterprise,462,2.5,Restructuring,Bull Market,5.7,4.6,3.4,3509,Hiring Freeze,Software Engineer,81.5,-2.9,-5.6,-4.9,5.5,7.5
3490,Intel,2024-11-01,2024,November,4,E-Commerce,Canada,Big Tech,10453,13.2,AI Automation,Recession,4.0,7.4,4.1,288,Hiring Freeze,Frontend Developer,57.0,8.7,32.8,19.0,5.1,5.3
3491,Intel,2024-11-01,2024,November,4,Cybersecurity,Canada,Mid-size,8691,15.8,Cost Cutting,Recession,7.5,10.0,7.6,1115,Hiring Freeze,Data Scientist,34.7,-21.7,10.1,2.7,5.9,5.7
3492,Intel,2024-11-01,2024,November,4,Cloud,UK,Enterprise,10150,30.0,AI Automation,Recession,6.0,9.9,4.1,1617,Downsizing,Data Scientist,60.5,-19.5,-1.6,-11.4,5.1,2.3
3493,Intel,2024-11-01,2024,November,4,Social Media,Canada,Big Tech,1465,8.6,Restructuring,Recession,9.8,6.0,8.5,1857,Hiring Freeze,Software Engineer,79.8,-11.7,52.0,12.5,8.3,8.3
3494,Intel,2024-11-01,2024,November,4,Cybersecurity,USA,Mid-size,142,1.5,Market Slowdown,Bull Market,11.7,7.9,7.6,583,Moderate Hiring,Product Manager,33.5,1.5,24.9,23.2,6.8,7.9
3495,Intel,2024-11-01,2024,November,4,Social Media,Singapore,Enterprise,15482,19.3,Restructuring,Recession,3.5,10.0,5.4,175,Downsizing,Cloud Engineer,20.6,-4.2,-5.5,-4.3,4.6,3.7
3496,Intel,2024-11-01,2024,November,4,Cloud,UK,Mid-size,11857,8.1,Cost Cutting,Recession,5.1,7.3,5.2,1240,Hiring Freeze,Data Scientist,87.0,84.2,42.9,7.9,8.0,6.7
3497,Intel,2024-11-01,2024,November,4,AI,Canada,Big Tech,12713,35.2,Restructuring,Recession,4.2,9.4,4.5,2346,Downsizing,ML Engineer,72.2,51.8,-11.2,-18.3,3.2,3.2
3498,Intel,2024-11-01,2024,November,4,AI,Canada,Mid-size,9507,24.7,Market Slowdown,Recession,1.9,5.1,1.6,4994,Downsizing,Data Scientist,18.4,-5.2,-24.8,-25.3,4.2,3.1
3499,Intel,2024-11-01,2024,November,4,Social Media,UK,Mid-size,2794,32.1,Market Slowdown,Recession,3.2,9.4,4.8,1624,Downsizing,Cybersecurity Analyst,60.3,31.2,26.6,-3.0,4.6,3.9
3500,Intel,2024-11-01,2024,November,4,Cybersecurity,Canada,Enterprise,10628,14.0,AI Automation,Recession,4.9,9.1,6.6,819,Hiring Freeze,Cloud Engineer,80.4,-18.8,33.3,8.8,7.9,5.2
3501,Intel,2024-11-01,2024,November,4,Gaming,Germany,Mid-size,2203,7.4,Restructuring,Bull Market,6.2,5.2,6.2,2380,Moderate Hiring,Frontend Developer,30.3,59.1,-18.0,-13.8,4.7,5.2
3502,Intel,2024-11-01,2024,November,4,FinTech,India,Big Tech,10792,19.4,Market Slowdown,Recession,10.5,10.0,7.7,65,Downsizing,Software Engineer,18.2,55.3,25.9,-0.4,7.6,4.8
3503,Intel,2024-11-01,2024,November,4,Cybersecurity,USA,Enterprise,6359,3.9,AI Automation,Stable,9.1,6.3,7.4,4902,Moderate Hiring,Data Scientist,82.3,35.6,9.8,8.4,8.5,6.0
3504,Intel,2024-11-01,2024,November,4,Cloud,Germany,Mid-size,1047,14.7,Restructuring,Stable,5.6,6.1,8.8,1232,Hiring Freeze,DevOps Engineer,39.5,-34.3,39.8,12.6,5.9,6.9
3505,Intel,2024-11-01,2024,November,4,Gaming,UK,Mid-size,4488,5.2,Market Slowdown,Stable,5.2,10.0,8.2,4915,Moderate Hiring,DevOps Engineer,64.1,23.2,-23.7,-4.9,6.6,3.9
3506,Intel,2024-11-01,2024,November,4,Cybersecurity,India,Startup,2741,3.6,Overhiring Correction,Stable,1.9,1.5,1.5,1135,Hiring Freeze,DevOps Engineer,29.1,59.4,-19.5,-5.1,4.9,6.9
3507,Intel,2024-11-01,2024,November,4,Cloud,UK,Big Tech,3278,10.8,AI Automation,Stable,7.6,3.7,4.8,4200,Hiring Freeze,ML Engineer,21.6,88.9,21.1,13.8,6.6,7.1
3508,Intel,2024-11-01,2024,November,4,Gaming,India,Big Tech,4529,19.5,AI Automation,Recession,3.7,10.0,4.4,1579,Downsizing,ML Engineer,26.5,-36.2,37.0,9.4,6.5,4.4
3509,Intel,2024-11-01,2024,November,4,E-Commerce,Singapore,Big Tech,4893,9.9,Cost Cutting,Stable,5.3,3.0,3.9,1608,Hiring Freeze,ML Engineer,30.3,61.1,37.2,6.6,7.0,8.1
3510,Intel,2024-11-01,2024,November,4,Gaming,India,Mid-size,2013,16.2,Restructuring,Stable,2.0,4.4,2.8,5240,Moderate Hiring,Frontend Developer,15.8,58.7,2.2,6.1,5.0,6.5
3511,Intel,2024-11-01,2024,November,4,Cloud,USA,Startup,1083,16.2,Market Slowdown,Recession,4.3,6.5,3.9,1878,Hiring Freeze,DevOps Engineer,25.2,57.7,-15.7,-15.9,5.7,4.3
3512,Intel,2024-11-01,2024,November,4,AI,USA,Startup,1210,22.9,Restructuring,Recession,8.8,10.0,6.2,4850,Moderate Hiring,Data Scientist,67.8,-3.9,13.7,9.7,6.7,4.3
3513,Intel,2024-11-01,2024,November,4,Cybersecurity,Canada,Startup,6869,16.8,Cost Cutting,Stable,2.6,4.4,2.0,5990,Moderate Hiring,DevOps Engineer,41.1,55.8,6.7,5.4,6.3,4.7
3514,Meta,2024-11-01,2024,November,4,Social Media,Singapore,Mid-size,17632,30.3,AI Automation,Recession,4.1,8.8,5.6,633,Downsizing,DevOps Engineer,84.9,20.9,-3.0,-2.4,5.4,2.4
3515,Meta,2024-11-01,2024,November,4,Cloud,USA,Big Tech,5468,4.1,AI Automation,Stable,1.7,3.0,2.6,4996,Moderate Hiring,Cloud Engineer,24.9,19.7,13.6,12.5,7.9,6.5
3516,Meta,2024-11-01,2024,November,4,Cybersecurity,India,Big Tech,13712,16.1,Market Slowdown,Recession,11.4,9.2,7.1,229,Hiring Freeze,ML Engineer,24.8,17.8,12.7,8.8,4.7,4.9
3517,Meta,2024-11-01,2024,November,4,AI,Germany,Big Tech,17894,22.9,Restructuring,Recession,4.6,10.0,4.2,6493,Moderate Hiring,ML Engineer,48.8,-2.5,7.0,-5.4,3.4,4.8
3518,Meta,2024-11-01,2024,November,4,Gaming,Germany,Enterprise,1861,15.0,Overhiring Correction,Recession,9.0,5.5,5.6,1530,Hiring Freeze,Software Engineer,79.5,34.9,56.1,24.3,5.9,7.6
3519,Meta,2024-11-01,2024,November,4,AI,Canada,Startup,2034,9.7,Restructuring,Bull Market,9.3,9.6,8.6,9238,Aggressive Hiring,Data Scientist,83.4,-36.7,-11.7,-11.2,6.2,4.3
3520,Meta,2024-11-01,2024,November,4,Cloud,Canada,Big Tech,3381,8.1,Cost Cutting,Stable,6.5,3.9,4.7,2331,Hiring Freeze,Cybersecurity Analyst,79.0,21.6,-10.0,-10.5,6.2,5.7
3521,Meta,2024-11-01,2024,November,4,Gaming,India,Mid-size,581,9.4,Overhiring Correction,Stable,11.4,7.0,9.1,2057,Moderate Hiring,Frontend Developer,38.2,-34.5,44.4,23.6,6.6,6.8
3522,Meta,2024-11-01,2024,November,4,Social Media,USA,Mid-size,5677,6.7,Overhiring Correction,Stable,15.2,7.3,9.2,5205,Moderate Hiring,Product Manager,83.0,59.9,39.8,21.5,6.1,8.0
3523,Meta,2024-11-01,2024,November,4,E-Commerce,UK,Startup,4897,4.4,Overhiring Correction,Stable,7.9,7.5,5.0,3601,Hiring Freeze,Cybersecurity Analyst,61.5,67.7,23.6,16.3,5.7,7.0
3524,Meta,2024-11-01,2024,November,4,FinTech,Germany,Startup,1726,7.6,Cost Cutting,Bull Market,8.3,8.6,6.2,3100,Moderate Hiring,Frontend Developer,26.3,86.3,-18.6,-16.6,4.0,5.6
3525,Meta,2024-11-01,2024,November,4,FinTech,USA,Big Tech,2255,6.3,Cost Cutting,Bull Market,12.5,10.0,9.6,1178,Moderate Hiring,Product Manager,30.3,-33.2,29.2,15.6,9.2,6.1
3526,Meta,2024-11-01,2024,November,4,AI,India,Mid-size,2049,7.1,Restructuring,Bull Market,5.2,10.0,8.4,6905,Aggressive Hiring,ML Engineer,14.2,-8.5,15.8,-0.4,7.7,5.9
3527,Meta,2024-11-01,2024,November,4,FinTech,UK,Startup,1477,10.2,Cost Cutting,Stable,6.9,10.0,7.4,2548,Hiring Freeze,Data Scientist,71.9,73.2,-8.3,4.6,7.5,5.2
3528,Meta,2024-11-01,2024,November,4,Social Media,India,Mid-size,1456,11.4,Market Slowdown,Stable,8.6,10.0,8.0,356,Hiring Freeze,Data Scientist,20.2,-3.3,8.5,2.9,6.8,5.9
3529,Meta,2024-11-01,2024,November,4,E-Commerce,USA,Big Tech,3654,21.0,Overhiring Correction,Recession,3.6,7.9,2.2,358,Downsizing,Software Engineer,37.4,57.4,-21.9,-5.6,6.7,3.7
3530,Microsoft,2024-11-01,2024,November,4,E-Commerce,Germany,Startup,2306,8.4,Cost Cutting,Bull Market,6.7,4.7,5.4,4855,Moderate Hiring,Software Engineer,51.3,-28.7,-6.2,-4.7,5.6,5.8
3531,Microsoft,2024-11-01,2024,November,4,E-Commerce,USA,Startup,7812,26.3,Cost Cutting,Recession,6.6,9.7,5.6,1842,Hiring Freeze,Product Manager,43.2,-13.2,50.1,10.8,5.6,5.8
3532,Microsoft,2024-11-01,2024,November,4,AI,Germany,Big Tech,6888,16.2,Market Slowdown,Stable,9.6,8.4,8.4,3900,Moderate Hiring,Data Scientist,34.1,23.8,30.9,3.0,6.0,5.1
3533,Microsoft,2024-11-01,2024,November,4,Gaming,India,Mid-size,12633,9.0,Cost Cutting,Recession,4.0,5.5,5.0,222,Hiring Freeze,DevOps Engineer,11.1,-16.3,-10.4,-9.3,6.1,5.7
3534,Microsoft,2024-11-01,2024,November,4,AI,USA,Startup,13259,22.6,Restructuring,Recession,9.7,10.0,7.8,4810,Moderate Hiring,Data Scientist,89.6,40.4,-0.0,-9.9,5.7,3.2
3535,Microsoft,2024-11-01,2024,November,4,Social Media,UK,Startup,2106,8.4,Overhiring Correction,Recession,5.3,7.0,3.4,169,Hiring Freeze,Product Manager,63.2,67.0,0.5,3.7,4.9,6.4
3536,Microsoft,2024-11-01,2024,November,4,FinTech,India,Big Tech,2153,9.0,Restructuring,Bull Market,3.0,3.9,2.5,3321,Moderate Hiring,Data Scientist,65.8,80.1,3.7,3.7,8.3,5.7
3537,NVIDIA,2024-11-01,2024,November,4,Social Media,UK,Startup,4768,24.7,AI Automation,Recession,2.1,6.9,2.9,265,Downsizing,Software Engineer,72.6,-33.3,26.5,-4.2,6.5,5.0
3538,NVIDIA,2024-11-01,2024,November,4,E-Commerce,Singapore,Enterprise,1169,4.9,Restructuring,Bull Market,3.2,3.7,2.6,2410,Hiring Freeze,ML Engineer,78.6,47.3,-18.6,-8.6,4.4,6.4
3539,NVIDIA,2024-11-01,2024,November,4,Cybersecurity,India,Big Tech,4475,12.1,AI Automation,Stable,3.1,8.4,4.1,3908,Hiring Freeze,Cloud Engineer,75.3,50.7,36.2,7.2,5.6,6.7
3540,NVIDIA,2024-11-01,2024,November,4,E-Commerce,India,Big Tech,1774,1.9,Overhiring Correction,Bull Market,5.4,7.0,7.2,2944,Moderate Hiring,Cloud Engineer,58.1,-24.1,48.5,13.5,7.4,7.1
3541,NVIDIA,2024-11-01,2024,November,4,E-Commerce,Canada,Startup,1512,3.0,Cost Cutting,Bull Market,5.4,5.2,4.2,864,Hiring Freeze,ML Engineer,66.6,3.6,50.1,19.7,10.0,8.1
3542,NVIDIA,2024-11-01,2024,November,4,AI,Singapore,Startup,6594,15.5,Restructuring,Stable,4.7,8.0,4.0,2432,Hiring Freeze,Data Scientist,74.2,64.1,11.6,-8.0,4.3,5.2
3543,NVIDIA,2024-11-01,2024,November,4,FinTech,Germany,Big Tech,1600,5.0,Overhiring Correction,Bull Market,5.4,6.7,3.6,1751,Hiring Freeze,DevOps Engineer,85.4,39.5,24.5,17.4,8.9,7.4
3544,NVIDIA,2024-11-01,2024,November,4,AI,India,Big Tech,2936,4.5,Restructuring,Stable,14.9,10.0,10.0,9644,Aggressive Hiring,ML Engineer,73.9,86.5,32.0,7.4,5.6,6.7
3545,NVIDIA,2024-11-01,2024,November,4,E-Commerce,Germany,Startup,1925,4.7,Market Slowdown,Bull Market,10.7,10.0,7.3,5080,Moderate Hiring,Cloud Engineer,32.9,-18.2,22.6,18.4,7.2,5.9
3546,NVIDIA,2024-11-01,2024,November,4,Social Media,Germany,Startup,1660,35.3,AI Automation,Recession,7.8,10.0,7.5,841,Downsizing,Cybersecurity Analyst,32.8,-3.9,-22.1,-10.3,4.7,1.0
3547,NVIDIA,2024-11-01,2024,November,4,FinTech,Germany,Startup,1749,8.2,Overhiring Correction,Stable,8.3,4.8,4.9,4716,Moderate Hiring,Cloud Engineer,58.2,-16.2,29.8,15.2,8.4,7.5
3548,NVIDIA,2024-11-01,2024,November,4,FinTech,Germany,Startup,3944,37.9,AI Automation,Recession,4.7,9.4,5.0,1848,Downsizing,Frontend Developer,31.0,-36.9,18.6,-3.5,4.0,2.0
3549,NVIDIA,2024-11-01,2024,November,4,Social Media,UK,Enterprise,18801,22.9,Cost Cutting,Recession,4.9,4.6,3.2,1217,Downsizing,Product Manager,63.2,50.9,56.2,26.1,7.8,6.3
3550,Netflix,2024-11-01,2024,November,4,Gaming,UK,Big Tech,19447,9.9,Restructuring,Recession,4.2,10.0,5.6,357,Hiring Freeze,Software Engineer,46.4,82.9,26.2,11.9,5.9,4.9
3551,Netflix,2024-11-01,2024,November,4,Cloud,India,Startup,4239,28.7,Restructuring,Recession,6.4,10.0,7.1,1762,Downsizing,Cloud Engineer,28.8,-25.0,34.7,13.3,6.4,3.8
3552,Netflix,2024-11-01,2024,November,4,Gaming,Canada,Enterprise,2281,2.7,Restructuring,Bull Market,8.9,2.7,5.7,4830,Moderate Hiring,Cybersecurity Analyst,48.9,-4.2,-2.6,10.1,8.2,7.7
3553,Netflix,2024-11-01,2024,November,4,AI,Germany,Enterprise,6335,5.0,Market Slowdown,Stable,6.3,8.8,5.8,6802,Moderate Hiring,Data Scientist,61.0,60.7,-7.8,7.6,4.4,5.6
3554,Netflix,2024-11-01,2024,November,4,FinTech,Germany,Enterprise,9027,14.0,Restructuring,Recession,5.2,7.2,4.6,1406,Hiring Freeze,Data Scientist,71.0,17.1,57.7,13.9,6.3,7.0
3555,Netflix,2024-11-01,2024,November,4,AI,UK,Mid-size,4370,11.9,AI Automation,Stable,3.3,3.4,2.2,7082,Moderate Hiring,Data Scientist,38.9,82.5,51.2,15.8,8.8,7.6
3556,Netflix,2024-11-01,2024,November,4,E-Commerce,USA,Mid-size,12086,33.8,AI Automation,Recession,0.9,9.5,1.2,639,Downsizing,DevOps Engineer,28.6,5.8,32.2,7.9,6.2,2.8
3557,Netflix,2024-11-01,2024,November,4,FinTech,USA,Enterprise,2474,1.3,AI Automation,Bull Market,6.2,9.6,6.7,2875,Moderate Hiring,Cloud Engineer,84.4,49.6,41.6,25.4,8.4,7.4
3558,Netflix,2024-11-01,2024,November,4,FinTech,UK,Enterprise,1523,8.0,Restructuring,Bull Market,8.4,10.0,7.3,1018,Moderate Hiring,Product Manager,63.4,-0.7,35.4,9.0,7.9,7.2
3559,Netflix,2024-11-01,2024,November,4,E-Commerce,India,Enterprise,18207,39.2,Market Slowdown,Recession,4.3,9.8,2.7,571,Downsizing,Data Scientist,77.1,-23.0,-13.9,-11.7,5.4,1.3
3560,Netflix,2024-11-01,2024,November,4,AI,USA,Enterprise,5185,9.4,AI Automation,Stable,9.8,10.0,7.2,1527,Hiring Freeze,ML Engineer,31.4,-38.9,14.7,1.1,6.7,6.5
3561,Netflix,2024-11-01,2024,November,4,Gaming,UK,Big Tech,1469,10.8,Market Slowdown,Recession,2.9,5.8,2.6,232,Hiring Freeze,Data Scientist,42.8,-34.6,4.2,-5.3,5.2,5.3
3562,Netflix,2024-11-01,2024,November,4,FinTech,Canada,Enterprise,6079,16.3,Overhiring Correction,Stable,11.5,10.0,7.3,3211,Hiring Freeze,Product Manager,42.4,8.6,-5.8,-11.1,5.2,5.0
3563,OpenAI,2024-11-01,2024,November,4,Cloud,Canada,Mid-size,2415,7.3,AI Automation,Bull Market,7.1,10.0,7.1,5126,Moderate Hiring,Cybersecurity Analyst,86.5,-30.7,-8.0,7.8,5.8,5.9
3564,OpenAI,2024-11-01,2024,November,4,FinTech,Germany,Startup,521,4.4,Overhiring Correction,Bull Market,3.5,4.6,2.4,704,Hiring Freeze,DevOps Engineer,73.5,-11.9,33.5,18.9,5.8,7.8
3565,OpenAI,2024-11-01,2024,November,4,Cybersecurity,USA,Big Tech,1086,7.6,AI Automation,Bull Market,6.0,6.4,9.3,3014,Hiring Freeze,Software Engineer,45.6,-2.2,14.7,16.3,5.3,7.2
3566,OpenAI,2024-11-01,2024,November,4,Cloud,Singapore,Startup,1505,9.4,Cost Cutting,Bull Market,8.2,9.9,5.7,744,Hiring Freeze,Cloud Engineer,79.0,6.6,-3.4,3.8,6.5,4.5
3567,OpenAI,2024-11-01,2024,November,4,FinTech,India,Enterprise,3675,7.3,Overhiring Correction,Stable,6.5,8.4,9.9,3319,Moderate Hiring,Cybersecurity Analyst,81.5,-26.2,35.3,26.5,6.4,6.6
3568,OpenAI,2024-11-01,2024,November,4,Gaming,Canada,Mid-size,16219,15.0,Restructuring,Recession,2.1,6.3,2.1,460,Hiring Freeze,ML Engineer,88.2,20.5,-9.5,0.6,6.1,4.2
3569,OpenAI,2024-11-01,2024,November,4,E-Commerce,Canada,Startup,1970,5.5,Cost Cutting,Bull Market,9.4,7.7,6.8,3678,Moderate Hiring,Data Scientist,82.1,6.6,45.1,21.8,9.1,7.7
3570,OpenAI,2024-11-01,2024,November,4,Cybersecurity,Canada,Enterprise,5604,37.7,Overhiring Correction,Recession,4.7,8.6,4.4,1560,Downsizing,Data Scientist,66.6,79.3,1.8,-12.1,2.0,2.9
3571,OpenAI,2024-11-01,2024,November,4,AI,UK,Big Tech,3716,12.5,Restructuring,Stable,9.9,10.0,9.7,7425,Aggressive Hiring,Data Scientist,48.0,-9.1,45.1,25.1,6.3,6.8
3572,OpenAI,2024-11-01,2024,November,4,Gaming,Canada,Enterprise,18103,13.4,Market Slowdown,Recession,2.9,2.7,1.7,1364,Downsizing,DevOps Engineer,87.3,-20.3,0.5,-8.4,4.9,5.5
3573,OpenAI,2024-11-01,2024,November,4,FinTech,UK,Enterprise,603,4.7,Cost Cutting,Bull Market,1.5,3.1,1.3,1305,Hiring Freeze,Software Engineer,58.0,-21.3,9.7,-3.5,8.1,6.7
3574,OpenAI,2024-11-01,2024,November,4,Cloud,Germany,Enterprise,17940,36.3,AI Automation,Recession,5.6,10.0,4.8,793,Downsizing,Cloud Engineer,44.7,-24.3,26.7,3.2,3.9,2.7
3575,OpenAI,2024-11-01,2024,November,4,Gaming,UK,Mid-size,10184,16.8,Cost Cutting,Recession,5.3,7.0,3.3,695,Downsizing,DevOps Engineer,58.9,90.0,-5.4,-9.2,6.2,4.9
3576,Oracle,2024-11-01,2024,November,4,Cloud,India,Big Tech,3589,17.2,Overhiring Correction,Stable,2.5,8.0,3.0,5160,Moderate Hiring,Frontend Developer,88.8,-41.1,40.5,4.7,4.9,5.4
3577,Oracle,2024-11-01,2024,November,4,FinTech,India,Startup,2162,2.2,Market Slowdown,Bull Market,8.5,9.0,5.6,1028,Moderate Hiring,Frontend Developer,66.4,-13.2,-10.6,-10.7,8.1,5.1
3578,Oracle,2024-11-01,2024,November,4,E-Commerce,Canada,Mid-size,4598,8.1,Cost Cutting,Recession,3.2,2.8,2.2,1916,Hiring Freeze,DevOps Engineer,59.3,22.9,34.3,11.7,6.1,7.7
3579,Oracle,2024-11-01,2024,November,4,Social Media,UK,Startup,3145,8.0,Market Slowdown,Stable,1.7,3.5,1.3,5608,Moderate Hiring,Frontend Developer,11.8,-42.8,45.0,9.6,7.3,8.5
3580,Oracle,2024-11-01,2024,November,4,Cybersecurity,Canada,Enterprise,18018,24.4,Overhiring Correction,Recession,8.3,9.2,9.4,575,Hiring Freeze,Data Scientist,15.8,19.2,1.9,-2.0,5.2,4.5
3581,Oracle,2024-11-01,2024,November,4,Cybersecurity,India,Big Tech,5921,9.3,AI Automation,Stable,2.2,1.8,2.3,1649,Hiring Freeze,Cybersecurity Analyst,70.7,26.4,42.3,24.7,9.4,8.6
3582,Oracle,2024-11-01,2024,November,4,E-Commerce,Canada,Enterprise,2423,9.4,AI Automation,Bull Market,8.8,7.4,6.1,3025,Moderate Hiring,Frontend Developer,72.4,32.0,38.4,10.5,8.3,6.6
3583,Oracle,2024-11-01,2024,November,4,Gaming,Canada,Startup,277,6.7,Restructuring,Bull Market,2.7,2.8,1.9,1481,Hiring Freeze,Frontend Developer,45.5,-3.2,45.8,20.2,9.0,8.0
3584,Oracle,2024-11-01,2024,November,4,Social Media,UK,Startup,2972,13.3,Market Slowdown,Stable,3.0,5.4,2.8,5523,Hiring Freeze,Frontend Developer,86.6,74.7,37.6,14.7,7.6,6.6
3585,Oracle,2024-11-01,2024,November,4,Social Media,UK,Enterprise,8587,9.1,Cost Cutting,Recession,7.6,10.0,7.7,348,Hiring Freeze,Cloud Engineer,35.1,34.5,5.8,3.5,7.4,6.2
3586,Oracle,2024-11-01,2024,November,4,Gaming,India,Big Tech,1587,8.5,Restructuring,Bull Market,9.7,8.0,5.9,2789,Hiring Freeze,DevOps Engineer,62.6,-12.9,-12.3,-9.4,7.0,5.2
3587,Oracle,2024-11-01,2024,November,4,E-Commerce,Canada,Startup,6727,16.7,Overhiring Correction,Stable,9.8,7.8,6.9,4991,Hiring Freeze,Cybersecurity Analyst,39.2,67.1,54.6,20.8,5.8,6.2
3588,Oracle,2024-11-01,2024,November,4,Cybersecurity,Canada,Startup,2481,11.2,Overhiring Correction,Stable,3.8,6.2,2.3,2208,Hiring Freeze,ML Engineer,23.3,27.1,-21.1,-16.9,4.2,5.2
3589,Oracle,2024-11-01,2024,November,4,Gaming,Canada,Big Tech,497,4.4,Overhiring Correction,Bull Market,4.8,2.7,4.9,2746,Hiring Freeze,Software Engineer,55.5,51.8,11.0,4.1,6.2,7.9
3590,Oracle,2024-11-01,2024,November,4,Social Media,India,Startup,6959,1.1,Cost Cutting,Stable,6.7,1.7,4.1,352,Hiring Freeze,Frontend Developer,22.7,80.2,50.4,15.0,10.0,9.5
3591,Oracle,2024-11-01,2024,November,4,Social Media,UK,Startup,2732,6.5,Market Slowdown,Stable,12.7,8.0,8.3,503,Hiring Freeze,Cloud Engineer,26.0,-37.1,50.3,27.3,9.7,6.7
3592,Oracle,2024-11-01,2024,November,4,Cybersecurity,USA,Big Tech,9533,9.9,Cost Cutting,Recession,12.2,6.5,7.6,1992,Moderate Hiring,Frontend Developer,30.2,-0.0,47.2,23.4,6.6,6.3
3593,Palantir,2024-11-01,2024,November,4,Cybersecurity,Singapore,Startup,560,9.2,AI Automation,Bull Market,8.0,9.6,5.6,4492,Moderate Hiring,Frontend Developer,26.9,-15.3,12.3,10.6,7.8,5.4
3594,Palantir,2024-11-01,2024,November,4,E-Commerce,USA,Startup,4361,5.8,AI Automation,Stable,1.9,1.1,2.0,493,Hiring Freeze,Cloud Engineer,12.5,5.1,29.9,8.3,8.1,8.6
3595,Palantir,2024-11-01,2024,November,4,Cloud,Germany,Big Tech,2142,12.8,Overhiring Correction,Stable,6.0,10.0,6.8,4737,Moderate Hiring,Cybersecurity Analyst,52.1,57.3,46.5,23.4,6.8,7.1
3596,Palantir,2024-11-01,2024,November,4,AI,Germany,Startup,2439,2.8,AI Automation,Bull Market,3.3,1.9,3.8,5201,Moderate Hiring,ML Engineer,63.1,-6.0,9.8,3.5,7.7,8.5
3597,Palantir,2024-11-01,2024,November,4,Cybersecurity,Singapore,Big Tech,14284,25.3,Overhiring Correction,Recession,9.3,9.2,8.5,372,Hiring Freeze,ML Engineer,73.0,-4.7,7.3,1.3,6.9,3.0
3598,Palantir,2024-11-01,2024,November,4,Gaming,Canada,Big Tech,10666,37.2,AI Automation,Recession,8.7,10.0,8.8,282,Hiring Freeze,Product Manager,68.1,7.9,30.7,0.5,6.0,4.0
3599,Palantir,2024-11-01,2024,November,4,E-Commerce,Germany,Mid-size,3272,17.5,Restructuring,Stable,1.6,6.5,2.0,3466,Hiring Freeze,Cloud Engineer,68.8,42.6,13.3,8.0,5.6,6.0
