job_id,title,company,industry,country,remote,experience_level,salary_mid_usd,job_url
job-12919,NLP Engineer,Synthesia (Team 2893),Cybersecurity,Ireland,On-site,Mid,112320.0,https://www.linkedin.com/jobs/view/312893
job-12920,Generative AI Architect,Voxel51 (Team 2894),Retail & E-commerce,Australia,On-site,Mid,73590.0,https://wellfound.com/jobs/job-312894
job-12921,MLOps Engineer,Anyscale (Team 2895),Cybersecurity,United Kingdom,Hybrid,Entry,69215.0,https://www.linkedin.com/jobs/view/312895
job-12922,AI Product Manager,Anthropic Partners (Team 2896),Energy & Utilities,Germany,Hybrid,Entry,62100.0,https://www.indeed.com/viewjob?jk=312896
job-12923,Machine Learning Engineer,Apple AI (Team 2897),Cybersecurity,Australia,Hybrid,Senior,93060.0,https://www.indeed.com/viewjob?jk=312897
job-12924,AI Ethics Consultant,LlamaIndex (Team 2898),Retail & E-commerce,Netherlands,Remote,Mid,111240.0,https://www.indeed.com/viewjob?jk=312898
job-12925,Computer Vision Researcher,Apex Data Systems (Team 2899),Technology,United States,Remote,Mid,140000.0,https://www.glassdoor.com/job-listing/view?id=312899
job-12926,Deep Learning Specialist,Intel AI (Team 2900),Logistics & Supply Chain,France,Hybrid,Mid,118260.0,https://www.linkedin.com/jobs/view/312900
job-12927,Prompt Engineer,Bionic Informatics (Team 2901),Cybersecurity,Ireland,Remote,Senior,179820.0,https://www.glassdoor.com/job-listing/view?id=312901
job-12928,LLM Software Developer,CoreWeave (Team 2902),Logistics & Supply Chain,Ireland,Hybrid,Entry,74520.0,https://remoteok.com/remote-jobs/312902
job-12929,NLP Engineer,IBM Watson (Team 2903),Cybersecurity,India,On-site,Mid,22200.0,https://www.indeed.com/viewjob?jk=312903
job-12930,ML Platform Developer,LlamaIndex (Team 2904),Retail & E-commerce,Singapore,Hybrid,Senior,105000.0,https://www.glassdoor.com/job-listing/view?id=312904
job-12931,Data Engineer,Microsoft Research (Team 2905),Education & EdTech,Switzerland,Remote,Mid,123690.0,https://www.indeed.com/viewjob?jk=312905
job-12932,Research Engineer,Weights & Biases (Team 2906),Energy & Utilities,India,Hybrid,Senior,47400.0,https://www.linkedin.com/jobs/view/312906
job-12933,AI Ethics Consultant,Hugging Face (Team 2907),Education & EdTech,Canada,Hybrid,Senior,121545.0,https://www.indeed.com/viewjob?jk=312907
job-12934,Generative AI Architect,Nvidia Corp (Team 2908),Healthcare & Biotech,United Kingdom,Remote,Entry,70485.0,https://www.indeed.com/viewjob?jk=312908
job-12935,AI Product Manager,Apple AI (Team 2909),Entertainment & Media,Singapore,Hybrid,Senior,129750.0,https://www.indeed.com/viewjob?jk=312909
job-12936,Computer Vision Researcher,Anthropic Partners (Team 2910),Finance & Banking,Japan,Remote,Entry,44555.0,https://www.linkedin.com/jobs/view/312910
job-12937,MLOps Engineer,Inflection AI (Team 2911),Automotive & Robotics,Ireland,Remote,Mid,110700.0,https://www.indeed.com/viewjob?jk=312911
job-12938,AI Solutions Architect,DeepMind-Spinout Partners (Team 2912),Technology,United States,Hybrid,Entry,102500.0,https://www.linkedin.com/jobs/view/312912
job-12939,MLOps Engineer,Intel AI (Team 2913),Finance & Banking,United States,Hybrid,Mid,142500.0,https://www.linkedin.com/jobs/view/312913
job-12940,Data Engineer,Mistral Systems (Team 2914),Healthcare & Biotech,Germany,Remote,Entry,68040.0,https://www.indeed.com/viewjob?jk=312914
job-12941,ML Infrastructure Engineer,Nvidia Corp (Team 2915),Logistics & Supply Chain,India,Hybrid,Senior,62400.0,https://www.linkedin.com/jobs/view/312915
job-12942,Machine Learning Engineer,CyberNetica Labs (Team 2916),Logistics & Supply Chain,Switzerland,Remote,Mid,116280.0,https://remoteok.com/remote-jobs/312916
job-12943,Computer Vision Researcher,Midjourney (Team 2917),Healthcare & Biotech,United Kingdom,Remote,Mid,108585.0,https://wellfound.com/jobs/job-312917
job-12944,Prompt Engineer,Perplexity AI (Team 2918),Education & EdTech,India,On-site,Entry,12600.0,https://www.linkedin.com/jobs/view/312918
job-12945,AI Solutions Architect,DeepMind-Spinout Partners (Team 2919),Cybersecurity,United Kingdom,Remote,Mid,93345.0,https://www.indeed.com/viewjob?jk=312919
job-12946,Research Engineer,Inflection AI (Team 2920),Automotive & Robotics,Ireland,On-site,Entry,72900.0,https://www.indeed.com/viewjob?jk=312920
job-12947,Computer Vision Researcher,Modal (Team 2921),Logistics & Supply Chain,Japan,Hybrid,Entry,47570.0,https://www.indeed.com/viewjob?jk=312921
job-12948,NLP Research Scientist,Stability AI (Team 2922),Retail & E-commerce,Australia,Hybrid,Entry,46860.0,https://www.linkedin.com/jobs/view/312922
job-12949,Generative AI Architect,ElevenLabs (Team 2923),Retail & E-commerce,United States,Remote,Mid,145500.0,https://www.indeed.com/viewjob?jk=312923
job-12950,LLM Software Developer,Voxel51 (Team 2924),Education & EdTech,Singapore,Remote,Senior,130125.0,https://www.linkedin.com/jobs/view/312924
job-12951,Generative AI Architect,DeepLogic (Team 2925),Energy & Utilities,France,Hybrid,Mid,109080.0,https://www.indeed.com/viewjob?jk=312925
job-12952,Machine Learning Engineer,DeepMind-Spinout Partners (Team 2926),Cybersecurity,Singapore,Hybrid,Senior,114375.0,https://wellfound.com/jobs/job-312926
job-12953,LLM Software Developer,DeepMind-Spinout Partners (Team 2927),Education & EdTech,United Kingdom,Hybrid,Senior,167005.0,https://www.glassdoor.com/job-listing/view?id=312927
job-12954,LLM Software Developer,Modal (Team 2928),Technology,Japan,Hybrid,Mid,64990.0,https://www.indeed.com/viewjob?jk=312928
job-12955,AI Research Scientist,CyberNetica Labs (Team 2929),Logistics & Supply Chain,Australia,On-site,Mid,63690.0,https://www.linkedin.com/jobs/view/312929
job-12956,NLP Research Scientist,Tesla Autopilot (Team 2930),Logistics & Supply Chain,United States,Hybrid,Entry,93000.0,https://www.linkedin.com/jobs/view/312930
job-12957,ML Infrastructure Engineer,Stability AI (Team 2931),Automotive & Robotics,Japan,Remote,Senior,102510.0,https://www.glassdoor.com/job-listing/view?id=312931
job-12958,ML Platform Developer,BrainScale (Team 2932),Finance & Banking,India,Hybrid,Mid,20400.0,https://www.indeed.com/viewjob?jk=312932
job-12959,AI Solutions Architect,DeepMind-Spinout Partners (Team 2933),Healthcare & Biotech,Australia,On-site,Mid,72600.0,https://www.linkedin.com/jobs/view/312933
job-12960,NLP Engineer,CyberNetica Labs (Team 2934),Energy & Utilities,Germany,Hybrid,Senior,124740.0,https://www.glassdoor.com/job-listing/view?id=312934
job-12961,Generative AI Architect,Amazon Web Services (Team 2935),Healthcare & Biotech,Singapore,Hybrid,Entry,49875.0,https://www.glassdoor.com/job-listing/view?id=312935
job-12962,Computer Vision Engineer,Google Brain Research (Team 2936),Logistics & Supply Chain,Switzerland,Hybrid,Entry,87210.0,https://www.indeed.com/viewjob?jk=312936
job-12963,NLP Research Scientist,Synthesia (Team 2937),Logistics & Supply Chain,Germany,Hybrid,Entry,62640.0,https://www.indeed.com/viewjob?jk=312937
job-12964,Computer Vision Engineer,Together AI (Team 2938),Automotive & Robotics,India,Hybrid,Entry,16200.0,https://www.linkedin.com/jobs/view/312938
job-12965,AI Product Manager,Intel AI (Team 2939),Automotive & Robotics,Singapore,On-site,Mid,78375.0,https://www.glassdoor.com/job-listing/view?id=312939
job-12966,NLP Engineer,Anthropic Partners (Team 2940),Healthcare & Biotech,Singapore,Remote,Senior,121125.0,https://www.indeed.com/viewjob?jk=312940
job-12967,Data Scientist,OpenAI Labs (Team 2941),Energy & Utilities,Germany,Remote,Senior,138780.0,https://www.linkedin.com/jobs/view/312941
job-12968,Computer Vision Engineer,Midjourney (Team 2942),Energy & Utilities,France,Remote,Entry,79380.0,https://www.indeed.com/viewjob?jk=312942
job-12969,NLP Research Scientist,Salesforce (Team 2943),Entertainment & Media,United Kingdom,Remote,Mid,102235.0,https://www.indeed.com/viewjob?jk=312943
job-12970,Research Engineer,Weights & Biases (Team 2944),Cybersecurity,United Kingdom,Remote,Senior,149860.0,https://www.glassdoor.com/job-listing/view?id=312944
job-12971,Deep Learning Specialist,Mistral Systems (Team 2945),Cybersecurity,United States,Remote,Senior,221000.0,https://www.glassdoor.com/job-listing/view?id=312945
job-12972,AI Product Manager,DeepLogic (Team 2946),Automotive & Robotics,Switzerland,Hybrid,Mid,116850.0,https://wellfound.com/jobs/job-312946
job-12973,AI Ethics Consultant,Intel AI (Team 2947),Entertainment & Media,United States,Hybrid,Mid,135000.0,https://www.linkedin.com/jobs/view/312947
job-12974,AI Ethics Consultant,IBM Watson (Team 2948),Automotive & Robotics,Switzerland,Hybrid,Entry,86640.0,https://www.linkedin.com/jobs/view/312948
job-12975,MLOps Engineer,ElevenLabs (Team 2949),Education & EdTech,France,Hybrid,Entry,88020.0,https://www.indeed.com/viewjob?jk=312949
job-12976,Deep Learning Specialist,DeepLogic (Team 2950),Energy & Utilities,India,Remote,Mid,23400.0,https://www.indeed.com/viewjob?jk=312950
job-12977,Computer Vision Researcher,Microsoft Research (Team 2951),Automotive & Robotics,Singapore,Hybrid,Senior,126750.0,https://www.linkedin.com/jobs/view/312951
job-12978,AI Product Manager,Inflection AI (Team 2952),Logistics & Supply Chain,Japan,Hybrid,Entry,48240.0,https://www.glassdoor.com/job-listing/view?id=312952
job-12979,AI Ethics Consultant,Inflection AI (Team 2953),Technology,Japan,Remote,Entry,48575.0,https://www.linkedin.com/jobs/view/312953
job-12980,NLP Engineer,Weights & Biases (Team 2954),Cybersecurity,Australia,Hybrid,Mid,73590.0,https://www.linkedin.com/jobs/view/312954
job-12981,NLP Engineer,Defensive AI (Team 2955),Education & EdTech,Germany,Hybrid,Entry,60480.0,https://www.indeed.com/viewjob?jk=312955
job-12982,LLM Software Developer,Scale AI (Team 2956),Healthcare & Biotech,Netherlands,Remote,Mid,115560.0,https://www.indeed.com/viewjob?jk=312956
job-12983,Prompt Engineer,Groq Labs (Team 2957),Entertainment & Media,France,Remote,Senior,182520.0,https://www.indeed.com/viewjob?jk=312957
job-12984,NLP Engineer,AMD (Team 2958),Entertainment & Media,Netherlands,Remote,Mid,120420.0,https://www.indeed.com/viewjob?jk=312958
job-12985,AI Solutions Architect,Amazon Web Services (Team 2959),Education & EdTech,Ireland,On-site,Senior,158760.0,https://www.indeed.com/viewjob?jk=312959
job-12986,Prompt Engineer,LangChain (Team 2960),Logistics & Supply Chain,United States,Remote,Senior,213500.0,https://www.linkedin.com/jobs/view/312960
job-12987,Deep Learning Specialist,Anthropic Partners (Team 2961),Entertainment & Media,Ireland,Remote,Senior,174420.0,https://www.glassdoor.com/job-listing/view?id=312961
job-12988,LLM Software Developer,Oracle (Team 2962),Retail & E-commerce,Singapore,Remote,Mid,80250.0,https://www.linkedin.com/jobs/view/312962
job-12989,AI Solutions Architect,Run.AI (Team 2963),Retail & E-commerce,India,Remote,Senior,64800.0,https://www.indeed.com/viewjob?jk=312963
job-12990,AI Ethics Consultant,Pinecone (Team 2964),Technology,United States,Hybrid,Mid,152000.0,https://www.linkedin.com/jobs/view/312964
job-12991,AI Ethics Consultant,DeepMind-Spinout Partners (Team 2965),Finance & Banking,Netherlands,On-site,Mid,115560.0,https://remoteok.com/remote-jobs/312965
job-12992,AI Ethics Consultant,Synthesia (Team 2966),Logistics & Supply Chain,Ireland,Hybrid,Senior,158760.0,https://www.glassdoor.com/job-listing/view?id=312966
job-12993,Prompt Engineer,Anyscale (Team 2967),Energy & Utilities,Australia,On-site,Mid,73920.0,https://www.linkedin.com/jobs/view/312967
job-12994,Research Engineer,Defensive AI (Team 2968),Cybersecurity,Switzerland,Remote,Mid,132240.0,https://wellfound.com/jobs/job-312968
job-12995,NLP Engineer,Synthesia (Team 2969),Finance & Banking,Canada,Hybrid,Entry,54750.0,https://www.indeed.com/viewjob?jk=312969
job-12996,Data Scientist,Microsoft Research (Team 2970),Retail & E-commerce,India,Hybrid,Senior,51000.0,https://wellfound.com/jobs/job-312970
job-12997,Machine Learning Engineer,Scale AI (Team 2971),Finance & Banking,Netherlands,Hybrid,Mid,111780.0,https://www.linkedin.com/jobs/view/312971
job-12998,MLOps Engineer,AMD (Team 2972),Automotive & Robotics,India,Remote,Mid,23400.0,https://wellfound.com/jobs/job-312972
job-12999,Prompt Engineer,CogniLabs (Team 2973),Technology,Singapore,On-site,Mid,79875.0,https://wellfound.com/jobs/job-312973
job-13000,Data Scientist,Scale AI (Team 2974),Finance & Banking,Netherlands,Hybrid,Senior,179280.0,https://www.indeed.com/viewjob?jk=312974
job-13001,Deep Learning Specialist,Hugging Face (Team 2975),Logistics & Supply Chain,Germany,Remote,Entry,62640.0,https://www.indeed.com/viewjob?jk=312975
job-13002,AI Ethics Consultant,CoreWeave (Team 2976),Logistics & Supply Chain,Singapore,On-site,Mid,85125.0,https://www.indeed.com/viewjob?jk=312976
job-13003,Research Engineer,Writer (Team 2977),Automotive & Robotics,Australia,Remote,Senior,95040.0,https://www.indeed.com/viewjob?jk=312977
job-13004,Prompt Engineer,Midjourney (Team 2978),Finance & Banking,Ireland,Hybrid,Senior,169560.0,https://www.indeed.com/viewjob?jk=312978
job-13005,NLP Research Scientist,Together AI (Team 2979),Logistics & Supply Chain,United Kingdom,Remote,Senior,145415.0,https://www.linkedin.com/jobs/view/312979
job-13006,NLP Engineer,CoreWeave (Team 2980),Entertainment & Media,Japan,Hybrid,Mid,73365.0,https://remoteok.com/remote-jobs/312980
job-13007,Generative AI Architect,Chroma (Team 2981),Education & EdTech,Switzerland,Remote,Senior,196080.0,https://www.glassdoor.com/job-listing/view?id=312981
job-13008,Prompt Engineer,Anyscale (Team 2982),Finance & Banking,Japan,Hybrid,Mid,68675.0,https://www.indeed.com/viewjob?jk=312982
job-13009,Data Engineer,Inflection AI (Team 2983),Education & EdTech,Japan,On-site,Entry,48240.0,https://www.glassdoor.com/job-listing/view?id=312983
job-13010,NLP Research Scientist,Snowflake (Team 2984),Logistics & Supply Chain,Japan,Hybrid,Senior,103180.0,https://www.glassdoor.com/job-listing/view?id=312984
job-13011,Computer Vision Engineer,Anthropic Partners (Team 2985),Entertainment & Media,India,Hybrid,Mid,22200.0,https://wellfound.com/jobs/job-312985
job-13012,NLP Research Scientist,Mistral Systems (Team 2986),Finance & Banking,Germany,Remote,Entry,67500.0,https://www.linkedin.com/jobs/view/312986
job-13013,MLOps Engineer,Anthropic Partners (Team 2987),Automotive & Robotics,United States,Hybrid,Mid,149500.0,https://www.glassdoor.com/job-listing/view?id=312987
job-13014,MLOps Engineer,Hugging Face (Team 2988),Automotive & Robotics,Switzerland,Hybrid,Senior,175560.0,https://www.indeed.com/viewjob?jk=312988
job-13015,ML Platform Developer,AMD (Team 2989),Retail & E-commerce,Germany,On-site,Entry,61560.0,https://www.linkedin.com/jobs/view/312989
job-13016,Research Engineer,Pinecone (Team 2990),Logistics & Supply Chain,Japan,Hybrid,Entry,49580.0,https://www.indeed.com/viewjob?jk=312990
job-13017,Computer Vision Researcher,LangChain (Team 2991),Healthcare & Biotech,Canada,On-site,Mid,82490.0,https://remoteok.com/remote-jobs/312991
job-13018,Research Engineer,Groq Labs (Team 2992),Energy & Utilities,Ireland,Hybrid,Senior,183600.0,https://www.indeed.com/viewjob?jk=312992
job-13019,Generative AI Architect,Nvidia Corp (Team 2993),Education & EdTech,United States,Hybrid,Mid,134500.0,https://www.indeed.com/viewjob?jk=312993
job-13020,Machine Learning Engineer,Google Brain Research (Team 2994),Entertainment & Media,Germany,On-site,Senior,135540.0,https://www.linkedin.com/jobs/view/312994
job-13021,NLP Research Scientist,Inflection AI (Team 2995),Retail & E-commerce,United Kingdom,Remote,Mid,106680.0,https://www.linkedin.com/jobs/view/312995
job-13022,Computer Vision Engineer,Salesforce (Team 2996),Cybersecurity,Netherlands,Remote,Mid,110700.0,https://wellfound.com/jobs/job-312996
job-13023,Computer Vision Engineer,Anthropic Partners (Team 2997),Finance & Banking,Australia,Hybrid,Mid,72270.0,https://www.glassdoor.com/job-listing/view?id=312997
job-13024,AI Solutions Architect,LangChain (Team 2998),Entertainment & Media,Ireland,Remote,Senior,158220.0,https://wellfound.com/jobs/job-312998
job-13025,ML Infrastructure Engineer,Microsoft Research (Team 2999),Cybersecurity,Australia,Remote,Entry,52470.0,https://www.linkedin.com/jobs/view/312999
job-13026,Research Engineer,Perplexity AI (Team 3000),Logistics & Supply Chain,Switzerland,Hybrid,Mid,126540.0,https://www.glassdoor.com/job-listing/view?id=313000
job-13027,Generative AI Architect,Apex Data Systems (Team 3001),Technology,United Kingdom,Remote,Mid,100965.0,https://www.indeed.com/viewjob?jk=313001
job-13028,AI Ethics Consultant,Midjourney (Team 3002),Automotive & Robotics,Japan,Remote,Senior,107870.0,https://www.linkedin.com/jobs/view/313002
job-13029,Deep Learning Specialist,LangChain (Team 3003),Education & EdTech,United Kingdom,Remote,Senior,165100.0,https://www.indeed.com/viewjob?jk=313003
job-13030,NLP Engineer,Apex Data Systems (Team 3004),Healthcare & Biotech,India,On-site,Senior,58200.0,https://www.indeed.com/viewjob?jk=313004
job-13031,NLP Engineer,Groq Labs (Team 3005),Entertainment & Media,Switzerland,On-site,Senior,180690.0,https://www.indeed.com/viewjob?jk=313005
job-13032,AI Solutions Architect,Scale AI (Team 3006),Energy & Utilities,Singapore,Remote,Senior,119625.0,https://www.linkedin.com/jobs/view/313006
job-13033,AI Solutions Architect,CogniLabs (Team 3007),Healthcare & Biotech,Netherlands,On-site,Mid,110700.0,https://www.indeed.com/viewjob?jk=313007
job-13034,Data Scientist,Inflection AI (Team 3008),Cybersecurity,Singapore,Hybrid,Senior,108375.0,https://www.linkedin.com/jobs/view/313008
job-13035,ML Infrastructure Engineer,ElevenLabs (Team 3009),Logistics & Supply Chain,Canada,Hybrid,Mid,86870.0,https://www.linkedin.com/jobs/view/313009
job-13036,Computer Vision Engineer,Oracle (Team 3010),Cybersecurity,India,Remote,Mid,21000.0,https://www.glassdoor.com/job-listing/view?id=313010
job-13037,LLM Software Developer,Pinecone (Team 3011),Finance & Banking,Australia,Remote,Mid,71610.0,https://www.glassdoor.com/job-listing/view?id=313011
job-13038,Data Scientist,CoreML Solutions (Team 3012),Healthcare & Biotech,Ireland,Remote,Mid,111240.0,https://www.indeed.com/viewjob?jk=313012
job-13039,Data Scientist,Databricks (Team 3013),Education & EdTech,Australia,Hybrid,Senior,99660.0,https://wellfound.com/jobs/job-313013
job-13040,Computer Vision Researcher,AMD (Team 3014),Entertainment & Media,Ireland,Hybrid,Mid,119340.0,https://www.indeed.com/viewjob?jk=313014
job-13041,Data Engineer,Google Brain Research (Team 3015),Education & EdTech,France,Remote,Mid,118800.0,https://www.linkedin.com/jobs/view/313015
job-13042,AI Ethics Consultant,Run.AI (Team 3016),Education & EdTech,United States,Hybrid,Mid,156500.0,https://www.indeed.com/viewjob?jk=313016
job-13043,Computer Vision Engineer,Pinecone (Team 3017),Logistics & Supply Chain,Canada,On-site,Senior,128845.0,https://www.glassdoor.com/job-listing/view?id=313017
job-13044,Computer Vision Engineer,CoreML Solutions (Team 3018),Technology,Germany,Hybrid,Senior,136620.0,https://www.indeed.com/viewjob?jk=313018
job-13045,Computer Vision Researcher,AMD (Team 3019),Cybersecurity,India,Remote,Entry,15000.0,https://remoteok.com/remote-jobs/313019
job-13046,Computer Vision Researcher,Oracle (Team 3020),Education & EdTech,Switzerland,On-site,Senior,167580.0,https://www.linkedin.com/jobs/view/313020
job-13047,Computer Vision Researcher,CoreML Solutions (Team 3021),Technology,Singapore,Remote,Entry,55125.0,https://www.glassdoor.com/job-listing/view?id=313021
job-13048,NLP Research Scientist,Synthesia (Team 3022),Cybersecurity,Netherlands,Hybrid,Senior,166320.0,https://www.linkedin.com/jobs/view/313022
job-13049,Data Engineer,Mistral Systems (Team 3023),Cybersecurity,Netherlands,Hybrid,Mid,120420.0,https://www.indeed.com/viewjob?jk=313023
job-13050,AI Solutions Architect,Groq Labs (Team 3024),Cybersecurity,Netherlands,Remote,Entry,80460.0,https://www.linkedin.com/jobs/view/313024
job-13051,Data Scientist,Apple AI (Team 3025),Healthcare & Biotech,Canada,Remote,Entry,54750.0,https://www.indeed.com/viewjob?jk=313025
job-13052,Data Engineer,CoreWeave (Team 3026),Logistics & Supply Chain,India,On-site,Senior,48600.0,https://www.linkedin.com/jobs/view/313026
job-13053,ML Infrastructure Engineer,Meta AI (Team 3027),Finance & Banking,Germany,On-site,Entry,68580.0,https://www.glassdoor.com/job-listing/view?id=313027
job-13054,AI Product Manager,Databricks (Team 3028),Education & EdTech,Netherlands,Hybrid,Mid,119340.0,https://www.linkedin.com/jobs/view/313028
job-13055,Research Engineer,LangChain (Team 3029),Healthcare & Biotech,India,Hybrid,Mid,25800.0,https://www.glassdoor.com/job-listing/view?id=313029
job-13056,Research Engineer,DeepLogic (Team 3030),Technology,Switzerland,Hybrid,Entry,81510.0,https://www.linkedin.com/jobs/view/313030
job-13057,Prompt Engineer,Writer (Team 3031),Finance & Banking,Japan,Hybrid,Entry,48575.0,https://remoteok.com/remote-jobs/313031
job-13058,Computer Vision Researcher,Voxel51 (Team 3032),Technology,Canada,Remote,Mid,83220.0,https://www.linkedin.com/jobs/view/313032
job-13059,ML Platform Developer,Defensive AI (Team 3033),Energy & Utilities,Singapore,On-site,Entry,53625.0,https://www.indeed.com/viewjob?jk=313033
job-13060,AI Ethics Consultant,CoreML Solutions (Team 3034),Entertainment & Media,United Kingdom,On-site,Mid,95250.0,https://www.linkedin.com/jobs/view/313034
job-13061,Computer Vision Engineer,Hugging Face (Team 3035),Education & EdTech,Singapore,Hybrid,Mid,77625.0,https://www.glassdoor.com/job-listing/view?id=313035
job-13062,Generative AI Architect,Bionic Informatics (Team 3036),Retail & E-commerce,Germany,Remote,Senior,129060.0,https://www.linkedin.com/jobs/view/313036
job-13063,LLM Software Developer,CyberNetica Labs (Team 3037),Automotive & Robotics,Singapore,On-site,Senior,115500.0,https://www.linkedin.com/jobs/view/313037
job-13064,Research Engineer,Google Brain Research (Team 3038),Finance & Banking,Netherlands,Remote,Senior,163080.0,https://www.linkedin.com/jobs/view/313038
job-13065,Computer Vision Researcher,Stability AI (Team 3039),Healthcare & Biotech,Switzerland,Remote,Mid,128820.0,https://wellfound.com/jobs/job-313039
job-13066,Computer Vision Researcher,BrainScale (Team 3040),Healthcare & Biotech,Ireland,Hybrid,Entry,75600.0,https://www.glassdoor.com/job-listing/view?id=313040
job-13067,Machine Learning Engineer,Jasper (Team 3041),Entertainment & Media,Australia,Remote,Mid,66990.0,https://www.indeed.com/viewjob?jk=313041
job-13068,Data Engineer,Scale AI (Team 3042),Healthcare & Biotech,Ireland,Remote,Entry,72360.0,https://www.indeed.com/viewjob?jk=313042
job-13069,Machine Learning Engineer,Apex Data Systems (Team 3043),Logistics & Supply Chain,Netherlands,Hybrid,Mid,122580.0,https://www.linkedin.com/jobs/view/313043
job-13070,AI Solutions Architect,Adobe (Team 3044),Entertainment & Media,Australia,Hybrid,Mid,68970.0,https://www.glassdoor.com/job-listing/view?id=313044
job-13071,LLM Software Developer,Tesla Autopilot (Team 3045),Logistics & Supply Chain,Germany,Remote,Mid,94500.0,https://www.linkedin.com/jobs/view/313045
job-13072,AI Product Manager,Databricks (Team 3046),Energy & Utilities,Ireland,Hybrid,Senior,154980.0,https://wellfound.com/jobs/job-313046
job-13073,AI Product Manager,Qdrant (Team 3047),Energy & Utilities,United Kingdom,Remote,Mid,91440.0,https://www.linkedin.com/jobs/view/313047
job-13074,AI Research Scientist,CoreWeave (Team 3048),Automotive & Robotics,Canada,Remote,Mid,82490.0,https://www.indeed.com/viewjob?jk=313048
job-13075,MLOps Engineer,ElevenLabs (Team 3049),Logistics & Supply Chain,United States,Remote,Senior,249000.0,https://wellfound.com/jobs/job-313049
job-13076,Prompt Engineer,ElevenLabs (Team 3050),Retail & E-commerce,Canada,Remote,Mid,78840.0,https://www.linkedin.com/jobs/view/313050
job-13077,MLOps Engineer,Qdrant (Team 3051),Healthcare & Biotech,Singapore,Remote,Entry,56625.0,https://www.linkedin.com/jobs/view/313051
job-13078,Data Engineer,IBM Watson (Team 3052),Education & EdTech,Australia,Remote,Mid,65670.0,https://www.indeed.com/viewjob?jk=313052
job-13079,AI Ethics Consultant,OpenAI Labs (Team 3053),Finance & Banking,France,Remote,Mid,108540.0,https://www.linkedin.com/jobs/view/313053
job-13080,NLP Research Scientist,Hugging Face (Team 3054),Cybersecurity,Netherlands,Hybrid,Entry,71820.0,https://www.linkedin.com/jobs/view/313054
job-13081,AI Research Scientist,Bionic Informatics (Team 3055),Logistics & Supply Chain,Switzerland,Remote,Mid,122550.0,https://www.indeed.com/viewjob?jk=313055
job-13082,AI Product Manager,IBM Watson (Team 3056),Healthcare & Biotech,Australia,On-site,Senior,94380.0,https://www.glassdoor.com/job-listing/view?id=313056
job-13083,MLOps Engineer,DeepLogic (Team 3057),Automotive & Robotics,Singapore,Hybrid,Senior,106500.0,https://www.linkedin.com/jobs/view/313057
job-13084,NLP Research Scientist,Amazon Web Services (Team 3058),Healthcare & Biotech,Switzerland,Remote,Entry,83790.0,https://www.linkedin.com/jobs/view/313058
job-13085,Machine Learning Engineer,Defensive AI (Team 3059),Education & EdTech,Ireland,Remote,Mid,116640.0,https://www.glassdoor.com/job-listing/view?id=313059
job-13086,Prompt Engineer,OpenAI Labs (Team 3060),Education & EdTech,India,Remote,Mid,22200.0,https://www.indeed.com/viewjob?jk=313060
job-13087,Generative AI Architect,Microsoft Research (Team 3061),Finance & Banking,Ireland,Hybrid,Senior,177120.0,https://wellfound.com/jobs/job-313061
job-13088,NLP Research Scientist,Nvidia Corp (Team 3062),Automotive & Robotics,Germany,Remote,Mid,79920.0,https://www.indeed.com/viewjob?jk=313062
job-13089,ML Infrastructure Engineer,CoreWeave (Team 3063),Entertainment & Media,France,On-site,Entry,84780.0,https://www.indeed.com/viewjob?jk=313063
job-13090,MLOps Engineer,CyberNetica Labs (Team 3064),Technology,Japan,Remote,Senior,98490.0,https://remoteok.com/remote-jobs/313064
job-13091,Generative AI Architect,Groq Labs (Team 3065),Energy & Utilities,Canada,On-site,Mid,75920.0,https://www.indeed.com/viewjob?jk=313065
job-13092,Data Engineer,CoreML Solutions (Team 3066),Entertainment & Media,Canada,Hybrid,Entry,61685.0,https://www.indeed.com/viewjob?jk=313066
job-13093,Computer Vision Engineer,Anthropic Partners (Team 3067),Education & EdTech,India,On-site,Mid,24600.0,https://www.linkedin.com/jobs/view/313067
job-13094,Machine Learning Engineer,Oracle (Team 3068),Education & EdTech,Japan,Remote,Mid,69680.0,https://www.indeed.com/viewjob?jk=313068
job-13095,AI Solutions Architect,Voxel51 (Team 3069),Healthcare & Biotech,Ireland,Remote,Senior,181440.0,https://www.indeed.com/viewjob?jk=313069
job-13096,Research Engineer,Scale AI (Team 3070),Energy & Utilities,Canada,Remote,Mid,81030.0,https://www.linkedin.com/jobs/view/313070
job-13097,Generative AI Architect,LangChain (Team 3071),Technology,Ireland,Hybrid,Mid,119340.0,https://www.linkedin.com/jobs/view/313071
job-13098,AI Research Scientist,Oracle (Team 3072),Automotive & Robotics,Switzerland,Hybrid,Entry,80370.0,https://www.indeed.com/viewjob?jk=313072
job-13099,MLOps Engineer,Oracle (Team 3073),Technology,Ireland,Hybrid,Mid,114480.0,https://www.indeed.com/viewjob?jk=313073
job-13100,ML Infrastructure Engineer,Midjourney (Team 3074),Healthcare & Biotech,India,Remote,Mid,27000.0,https://www.linkedin.com/jobs/view/313074
job-13101,Data Scientist,LlamaIndex (Team 3075),Technology,Switzerland,Hybrid,Mid,121410.0,https://www.linkedin.com/jobs/view/313075
job-13102,Data Scientist,Synthesia (Team 3076),Finance & Banking,France,Remote,Mid,117720.0,https://www.linkedin.com/jobs/view/313076
